segment_id,latitude,longitude,zone_no,zone_name,road_class,elevation_m,slope_degrees,distance_to_coast_km,distance_to_major_canal_m,subsidence_rate_mm_yr,soil_infiltration_rate_mm_hr,swd_pipe_diameter_mm,swd_pipe_material,theoretical_drain_capacity_cumecs,solid_waste_generated_tpd,desilting_completed_pct,chronic_blockage_flag,drain_clogging_factor_mu,effective_drain_capacity_cumecs,rainfall_24h_mm,rainfall_peak_intensity_mm_hr,surface_runoff_inflow_cumecs,is_flooded,flood_depth_cm,flood_severity_level,safe_vehicle_passage
CHN_SEG_01306,13.100545,80.133689,7,Ambattur,street,16.15,0.95,21.79,1400.0,3.6,12.5,600,RCC_Hume_NP2,0.367,390.0,71.0,0,0.357,0.236,299.0088,49.8,0.242,1,21.9,Moderate (15-45 cm),Cars Disrupted (Buses/Trucks Only)
CHN_SEG_01307,12.978863,80.258562,14,Perungudi,street,4.6,0.25,7.93,1370.9,4.7,4.2,600,RCC_Hume_NP2,0.188,370.0,71.0,0,0.349,0.122,299.0088,49.8,0.242,1,23.7,Moderate (15-45 cm),Cars Disrupted (Buses/Trucks Only)
CHN_SEG_01308,13.00428,80.254622,13,Adyar,street,3.01,0.62,8.37,133.7,3.6,7.8,600,RCC_Hume_NP2,0.296,450.0,71.0,0,0.383,0.183,299.0088,49.8,0.242,1,72.1,Severe (45-100 cm),Only Heavy Rescue Trucks
CHN_SEG_01309,13.027771,80.208941,10,Kodambakkam,street,6.52,0.71,13.44,1234.0,3.6,7.8,600,RCC_Hume_NP2,0.317,560.0,78.5,0,0.391,0.193,299.0088,49.8,0.242,1,24.8,Moderate (15-45 cm),Cars Disrupted (Buses/Trucks Only)
CHN_SEG_01310,13.134389,80.169341,7,Ambattur,street,14.59,0.88,17.83,176.7,3.6,12.5,600,RCC_Hume_NP2,0.353,390.0,71.0,0,0.357,0.227,299.0088,49.8,0.242,1,12.5,Minor (1-15 cm),All Vehicles Safe (Caution)
CHN_SEG_01311,12.975926,80.209395,12,Alandur,street,7.2,0.62,13.39,1397.7,3.6,12.5,600,RCC_Hume_NP2,0.296,330.0,71.0,0,0.332,0.198,299.0088,49.8,0.242,1,22.2,Moderate (15-45 cm),Cars Disrupted (Buses/Trucks Only)
CHN_SEG_01312,13.08963,80.199945,8,Annanagar,street,10.77,0.86,14.44,1200.4,3.6,12.5,600,RCC_Hume_NP2,0.349,430.0,78.5,0,0.337,0.231,299.0088,49.8,0.242,1,14.6,Minor (1-15 cm),All Vehicles Safe (Caution)
CHN_SEG_01313,13.11176,80.183133,7,Ambattur,street,12.7,1.13,16.3,1181.7,3.6,12.5,600,RCC_Hume_NP2,0.4,390.0,71.0,1,0.557,0.177,299.0088,49.8,0.242,1,28.9,Moderate (15-45 cm),Cars Disrupted (Buses/Trucks Only)
CHN_SEG_01314,12.902924,80.20575,15,Sholinganallur,street,1.1,0.27,13.79,1260.0,4.7,4.2,600,RCC_Hume_NP2,0.196,290.0,71.0,0,0.316,0.134,299.0088,49.8,0.242,1,123.3,Catastrophic (>100 cm),Impasse / Completely Submerged
CHN_SEG_01315,13.079645,80.2519,6,Thiru-Vi-Ka Nagar,street,3.07,0.69,8.67,708.9,3.6,12.5,600,RCC_Hume_NP2,0.313,420.0,71.0,0,0.37,0.197,299.0088,49.8,0.242,1,70.0,Severe (45-100 cm),Only Heavy Rescue Trucks
CHN_SEG_01316,12.899183,80.182911,15,Sholinganallur,main,3.49,0.22,16.33,1124.5,4.7,4.2,600,RCC_Hume_NP2,0.176,290.0,71.0,0,0.316,0.12,299.0088,49.8,0.242,1,56.3,Severe (45-100 cm),Only Heavy Rescue Trucks
CHN_SEG_01317,12.981493,80.140899,12,Alandur,street,10.37,0.62,20.99,1321.8,3.6,12.5,600,RCC_Hume_NP2,0.296,330.0,71.0,0,0.332,0.198,299.0088,49.8,0.242,1,20.8,Moderate (15-45 cm),Cars Disrupted (Buses/Trucks Only)
CHN_SEG_01318,12.97965,80.229782,14,Perungudi,street,3.09,0.27,11.12,1358.7,4.7,4.2,600,RCC_Hume_NP2,0.196,370.0,71.0,0,0.349,0.128,299.0088,49.8,0.242,1,68.7,Severe (45-100 cm),Only Heavy Rescue Trucks
CHN_SEG_01319,12.972719,80.265973,14,Perungudi,street,4.52,0.39,7.11,1392.6,4.7,4.2,600,RCC_Hume_NP2,0.235,370.0,71.0,0,0.349,0.153,299.0088,49.8,0.242,1,23.7,Moderate (15-45 cm),Cars Disrupted (Buses/Trucks Only)
CHN_SEG_01320,12.90688,80.190609,15,Sholinganallur,street,1.58,0.35,15.47,1355.3,4.7,4.2,600,RCC_Hume_NP2,0.223,290.0,71.0,0,0.316,0.153,299.0088,49.8,0.242,1,109.8,Catastrophic (>100 cm),Impasse / Completely Submerged
CHN_SEG_01321,13.062939,80.226502,10,Kodambakkam,street,9.4,0.63,11.49,419.5,3.6,7.8,600,RCC_Hume_NP2,0.299,560.0,78.5,0,0.391,0.182,299.0088,49.8,0.242,1,24.8,Moderate (15-45 cm),Cars Disrupted (Buses/Trucks Only)
CHN_SEG_01322,12.97948,80.18154,12,Alandur,street,7.52,0.57,16.48,1361.5,3.6,12.5,600,RCC_Hume_NP2,0.284,330.0,71.0,0,0.332,0.19,299.0088,49.8,0.242,1,23.3,Moderate (15-45 cm),Cars Disrupted (Buses/Trucks Only)
CHN_SEG_01323,12.952069,80.17028,12,Alandur,main,10.08,0.8,17.73,590.4,3.6,12.5,600,RCC_Hume_NP2,0.337,330.0,71.0,0,0.332,0.225,299.0088,49.8,0.242,1,19.1,Moderate (15-45 cm),Cars Disrupted (Buses/Trucks Only)
CHN_SEG_01324,12.928362,80.234028,15,Sholinganallur,street,4.0,0.43,10.65,954.3,4.7,4.2,600,RCC_Hume_NP2,0.247,290.0,71.0,0,0.316,0.169,299.0088,49.8,0.242,1,22.9,Moderate (15-45 cm),Cars Disrupted (Buses/Trucks Only)
CHN_SEG_01325,13.063454,80.21293,10,Kodambakkam,street,9.58,0.64,12.99,385.0,3.6,7.8,600,RCC_Hume_NP2,0.301,560.0,78.5,0,0.391,0.183,299.0088,49.8,0.242,1,24.8,Moderate (15-45 cm),Cars Disrupted (Buses/Trucks Only)
CHN_SEG_01326,13.110435,80.280342,5,Royapuram,street_limited,2.39,0.52,5.51,1228.8,3.6,4.2,600,RCC_Hume_NP2,0.271,480.0,62.0,0,0.44,0.152,299.0088,49.8,0.242,1,91.5,Severe (45-100 cm),Only Heavy Rescue Trucks
CHN_SEG_01327,13.041469,80.264721,9,Teynampet,main,8.25,0.74,7.25,1374.0,3.6,7.8,600,RCC_Hume_NP2,0.324,540.0,78.5,1,0.583,0.135,299.0088,49.8,0.242,1,29.6,Moderate (15-45 cm),Cars Disrupted (Buses/Trucks Only)
CHN_SEG_01328,12.995269,80.254346,13,Adyar,street,4.54,0.64,8.4,727.3,3.6,7.8,600,RCC_Hume_NP2,0.301,450.0,71.0,0,0.383,0.186,299.0088,49.8,0.242,1,24.6,Moderate (15-45 cm),Cars Disrupted (Buses/Trucks Only)
CHN_SEG_01329,12.970669,80.216071,14,Perungudi,street,1.1,0.43,12.65,1370.6,4.7,4.2,600,RCC_Hume_NP2,0.247,370.0,71.0,0,0.349,0.161,299.0088,49.8,0.242,1,124.4,Catastrophic (>100 cm),Impasse / Completely Submerged
CHN_SEG_01330,13.068753,80.213815,8,Annanagar,street,12.84,0.94,12.9,40.0,3.6,12.5,600,RCC_Hume_NP2,0.365,430.0,78.5,0,0.337,0.242,299.0088,49.8,0.242,1,21.9,Moderate (15-45 cm),Cars Disrupted (Buses/Trucks Only)
CHN_SEG_01331,12.961929,80.202445,12,Alandur,street,8.6,0.84,14.16,1120.9,3.6,12.5,600,RCC_Hume_NP2,0.345,330.0,71.0,1,0.532,0.161,299.0088,49.8,0.242,1,28.3,Moderate (15-45 cm),Cars Disrupted (Buses/Trucks Only)
CHN_SEG_01332,12.99737,80.205044,12,Alandur,major_rail,10.06,0.85,13.87,597.8,3.6,12.5,600,RCC_Hume_NP2,0.347,330.0,71.0,0,0.332,0.232,299.0088,49.8,0.242,1,18.9,Moderate (15-45 cm),Cars Disrupted (Buses/Trucks Only)
CHN_SEG_01333,12.983764,80.210309,12,Alandur,street,8.2,0.67,13.29,1261.0,3.6,12.5,600,RCC_Hume_NP2,0.308,330.0,71.0,0,0.332,0.206,299.0088,49.8,0.242,1,16.2,Moderate (15-45 cm),Cars Disrupted (Buses/Trucks Only)
CHN_SEG_01334,13.049836,80.211449,10,Kodambakkam,street_limited,7.77,0.67,13.16,1146.4,3.6,7.8,600,RCC_Hume_NP2,0.308,560.0,78.5,0,0.391,0.188,299.0088,49.8,0.242,1,24.8,Moderate (15-45 cm),Cars Disrupted (Buses/Trucks Only)
CHN_SEG_01335,12.959059,80.243968,14,Perungudi,street,1.13,0.55,9.55,989.4,4.7,4.2,600,RCC_Hume_NP2,0.279,370.0,71.0,0,0.349,0.182,299.0088,49.8,0.242,1,123.6,Catastrophic (>100 cm),Impasse / Completely Submerged
CHN_SEG_01336,12.960776,80.205811,14,Perungudi,street,2.41,0.55,13.78,1070.7,4.7,4.2,600,RCC_Hume_NP2,0.279,370.0,71.0,0,0.349,0.182,299.0088,49.8,0.242,1,87.7,Severe (45-100 cm),Only Heavy Rescue Trucks
CHN_SEG_01337,12.980473,80.217586,12,Alandur,street,8.26,0.59,12.48,1343.6,3.6,12.5,600,RCC_Hume_NP2,0.289,330.0,71.0,1,0.532,0.135,299.0088,49.8,0.242,1,28.3,Moderate (15-45 cm),Cars Disrupted (Buses/Trucks Only)
CHN_SEG_01338,13.025864,80.184968,11,Valasaravakkam,street,11.41,0.83,16.1,1165.4,3.6,12.5,600,RCC_Hume_NP2,0.343,310.0,71.0,0,0.324,0.232,299.0088,49.8,0.242,1,18.1,Moderate (15-45 cm),Cars Disrupted (Buses/Trucks Only)
CHN_SEG_01339,13.118758,80.265783,4,Tondiarpet,street_limited,2.9,0.64,7.13,852.8,4.7,4.2,600,RCC_Hume_NP2,0.301,410.0,62.0,0,0.411,0.177,299.0088,49.8,0.242,1,76.2,Severe (45-100 cm),Only Heavy Rescue Trucks
CHN_SEG_01340,13.031179,80.22342,10,Kodambakkam,main,6.07,0.76,11.83,1328.3,3.6,7.8,600,RCC_Hume_NP2,0.328,560.0,78.5,0,0.391,0.2,299.0088,49.8,0.242,1,22.4,Moderate (15-45 cm),Cars Disrupted (Buses/Trucks Only)
CHN_SEG_01341,12.991913,80.215459,12,Alandur,street_limited,10.02,0.81,12.71,916.8,3.6,12.5,600,RCC_Hume_NP2,0.339,330.0,71.0,0,0.332,0.226,299.0088,49.8,0.242,1,18.7,Moderate (15-45 cm),Cars Disrupted (Buses/Trucks Only)
CHN_SEG_01342,12.917693,80.079941,12,Alandur,street,7.43,0.85,27.76,1342.6,3.6,12.5,600,RCC_Hume_NP2,0.347,330.0,71.0,1,0.532,0.162,299.0088,49.8,0.242,1,28.3,Moderate (15-45 cm),Cars Disrupted (Buses/Trucks Only)
CHN_SEG_01343,13.027625,80.208499,10,Kodambakkam,street,6.57,0.71,13.49,1229.1,3.6,7.8,600,RCC_Hume_NP2,0.317,560.0,78.5,0,0.391,0.193,299.0088,49.8,0.242,1,24.8,Moderate (15-45 cm),Cars Disrupted (Buses/Trucks Only)
CHN_SEG_01344,12.942774,80.249234,14,Perungudi,street,1.8,0.33,8.97,41.1,4.7,4.2,600,RCC_Hume_NP2,0.216,370.0,71.0,0,0.349,0.141,299.0088,49.8,0.242,1,104.8,Catastrophic (>100 cm),Impasse / Completely Submerged
CHN_SEG_01345,12.903513,80.234275,15,Sholinganallur,street,1.1,0.28,10.63,1277.4,4.7,4.2,600,RCC_Hume_NP2,0.199,290.0,71.0,0,0.316,0.136,299.0088,49.8,0.242,1,123.3,Catastrophic (>100 cm),Impasse / Completely Submerged
CHN_SEG_01346,12.931366,80.232022,15,Sholinganallur,main,3.98,0.38,10.88,790.3,4.7,4.2,600,RCC_Hume_NP2,0.232,290.0,71.0,0,0.316,0.159,299.0088,49.8,0.242,1,22.9,Moderate (15-45 cm),Cars Disrupted (Buses/Trucks Only)
CHN_SEG_01347,13.049846,80.218402,10,Kodambakkam,street,8.38,0.67,12.39,1146.0,3.6,7.8,600,RCC_Hume_NP2,0.308,560.0,78.5,0,0.391,0.188,299.0088,49.8,0.242,1,24.8,Moderate (15-45 cm),Cars Disrupted (Buses/Trucks Only)
CHN_SEG_01348,13.18324,80.19232,3,Madhavaram,main,6.84,0.78,15.28,758.4,3.6,12.5,600,RCC_Hume_NP2,0.332,280.0,71.0,0,0.312,0.228,299.0088,49.8,0.242,1,14.2,Minor (1-15 cm),All Vehicles Safe (Caution)
CHN_SEG_01349,13.082989,80.215371,8,Annanagar,street,10.58,0.96,12.72,900.0,3.6,12.5,600,RCC_Hume_NP2,0.369,430.0,78.5,0,0.337,0.245,299.0088,49.8,0.242,1,15.7,Moderate (15-45 cm),Cars Disrupted (Buses/Trucks Only)
CHN_SEG_01350,13.040923,80.158725,11,Valasaravakkam,street,11.11,0.94,19.01,1380.8,3.6,12.5,600,RCC_Hume_NP2,0.365,310.0,71.0,0,0.324,0.247,299.0088,49.8,0.242,1,16.3,Moderate (15-45 cm),Cars Disrupted (Buses/Trucks Only)
CHN_SEG_01351,12.969548,80.206088,12,Alandur,street,7.29,0.75,13.75,1352.4,3.6,12.5,600,RCC_Hume_NP2,0.326,330.0,71.0,0,0.332,0.218,299.0088,49.8,0.242,1,21.7,Moderate (15-45 cm),Cars Disrupted (Buses/Trucks Only)
CHN_SEG_01352,13.047238,80.194256,11,Valasaravakkam,street,8.77,0.87,15.07,1240.9,3.6,12.5,600,RCC_Hume_NP2,0.351,310.0,71.0,0,0.324,0.237,299.0088,49.8,0.242,1,21.8,Moderate (15-45 cm),Cars Disrupted (Buses/Trucks Only)
CHN_SEG_01353,13.185904,80.303481,1,Thiruvottiyur,main,2.7,0.68,2.94,595.4,4.7,4.2,600,RCC_Hume_NP2,0.31,340.0,62.0,0,0.382,0.192,299.0088,49.8,0.242,1,80.8,Severe (45-100 cm),Only Heavy Rescue Trucks
CHN_SEG_01354,13.029964,80.178375,11,Valasaravakkam,street,11.29,0.9,16.83,1298.9,3.6,12.5,600,RCC_Hume_NP2,0.357,310.0,71.0,0,0.324,0.241,299.0088,49.8,0.242,1,17.3,Moderate (15-45 cm),Cars Disrupted (Buses/Trucks Only)
CHN_SEG_01355,12.940685,80.209963,14,Perungudi,street,4.6,0.28,13.32,186.8,4.7,4.2,600,RCC_Hume_NP2,0.199,370.0,71.0,1,0.549,0.09,299.0088,49.8,0.242,1,28.7,Moderate (15-45 cm),Cars Disrupted (Buses/Trucks Only)
CHN_SEG_01356,12.978001,80.194624,12,Alandur,street,7.13,0.57,15.03,1381.9,3.6,12.5,600,RCC_Hume_NP2,0.284,330.0,71.0,0,0.332,0.19,299.0088,49.8,0.242,1,23.3,Moderate (15-45 cm),Cars Disrupted (Buses/Trucks Only)
CHN_SEG_01357,13.040954,80.239739,9,Teynampet,street,7.37,0.74,10.02,1380.5,3.6,7.8,600,RCC_Hume_NP2,0.324,540.0,78.5,1,0.583,0.135,299.0088,49.8,0.242,1,29.6,Moderate (15-45 cm),Cars Disrupted (Buses/Trucks Only)
CHN_SEG_01358,12.985288,80.212951,12,Alandur,street,8.69,0.7,12.99,1211.1,3.6,12.5,600,RCC_Hume_NP2,0.315,330.0,71.0,0,0.332,0.21,299.0088,49.8,0.242,1,13.2,Minor (1-15 cm),All Vehicles Safe (Caution)
CHN_SEG_01359,12.99219,80.260105,13,Adyar,street,4.57,0.61,7.76,902.1,3.6,7.8,600,RCC_Hume_NP2,0.294,450.0,71.0,0,0.383,0.181,299.0088,49.8,0.242,1,24.6,Moderate (15-45 cm),Cars Disrupted (Buses/Trucks Only)
CHN_SEG_01360,12.961811,80.213035,14,Perungudi,street_limited,1.66,0.54,12.98,1115.9,4.7,4.2,600,RCC_Hume_NP2,0.277,370.0,71.0,0,0.349,0.18,299.0088,49.8,0.242,1,108.7,Catastrophic (>100 cm),Impasse / Completely Submerged
CHN_SEG_01361,12.944384,80.204154,14,Perungudi,street,4.6,0.37,13.97,71.5,4.7,4.2,600,RCC_Hume_NP2,0.229,370.0,71.0,1,0.549,0.103,299.0088,49.8,0.242,1,28.7,Moderate (15-45 cm),Cars Disrupted (Buses/Trucks Only)
CHN_SEG_01362,12.94962,80.154793,12,Alandur,street,8.36,0.77,19.45,431.0,3.6,12.5,600,RCC_Hume_NP2,0.33,330.0,71.0,0,0.332,0.22,299.0088,49.8,0.242,1,15.3,Moderate (15-45 cm),Cars Disrupted (Buses/Trucks Only)
CHN_SEG_01363,12.930168,80.145279,12,Alandur,street,8.18,0.75,20.5,858.0,3.6,12.5,600,RCC_Hume_NP2,0.326,330.0,71.0,0,0.332,0.218,299.0088,49.8,0.242,1,16.3,Moderate (15-45 cm),Cars Disrupted (Buses/Trucks Only)
CHN_SEG_01364,12.979012,80.263023,14,Perungudi,street,4.57,0.26,7.43,1368.7,4.7,4.2,600,RCC_Hume_NP2,0.192,370.0,71.0,0,0.349,0.125,299.0088,49.8,0.242,1,23.7,Moderate (15-45 cm),Cars Disrupted (Buses/Trucks Only)
CHN_SEG_01365,13.025882,80.263165,9,Teynampet,street,6.81,0.63,7.42,1166.1,3.6,7.8,600,RCC_Hume_NP2,0.299,540.0,78.5,0,0.383,0.184,299.0088,49.8,0.242,1,24.6,Moderate (15-45 cm),Cars Disrupted (Buses/Trucks Only)
CHN_SEG_01366,13.032441,80.209591,10,Kodambakkam,service,6.07,0.77,13.37,1353.5,3.6,7.8,600,RCC_Hume_NP2,0.33,560.0,78.5,1,0.591,0.135,299.0088,49.8,0.242,1,29.8,Moderate (15-45 cm),Cars Disrupted (Buses/Trucks Only)
CHN_SEG_01367,13.095681,80.147988,7,Ambattur,main,16.27,0.87,20.2,1360.5,3.6,12.5,600,RCC_Hume_NP2,0.351,390.0,71.0,0,0.357,0.226,299.0088,49.8,0.242,1,22.6,Moderate (15-45 cm),Cars Disrupted (Buses/Trucks Only)
CHN_SEG_01368,12.984355,80.260207,13,Adyar,street,5.7,0.48,7.75,1242.5,3.6,7.8,600,RCC_Hume_NP2,0.261,450.0,71.0,1,0.583,0.109,299.0088,49.8,0.242,1,29.6,Moderate (15-45 cm),Cars Disrupted (Buses/Trucks Only)
CHN_SEG_01369,12.919549,80.119686,15,Sholinganallur,street,3.89,0.5,23.34,1300.0,4.7,4.2,600,RCC_Hume_NP2,0.266,290.0,71.0,1,0.516,0.129,299.0088,49.8,0.242,1,27.9,Moderate (15-45 cm),Cars Disrupted (Buses/Trucks Only)
CHN_SEG_01370,13.030797,80.235656,9,Teynampet,street_limited,5.32,0.71,10.47,1319.6,3.6,7.8,600,RCC_Hume_NP2,0.317,540.0,78.5,0,0.383,0.196,299.0088,49.8,0.242,1,19.1,Moderate (15-45 cm),Cars Disrupted (Buses/Trucks Only)
CHN_SEG_01371,12.978984,80.190705,12,Alandur,street,7.17,0.56,15.46,1369.2,3.6,12.5,600,RCC_Hume_NP2,0.282,330.0,71.0,0,0.332,0.188,299.0088,49.8,0.242,1,23.3,Moderate (15-45 cm),Cars Disrupted (Buses/Trucks Only)
CHN_SEG_01372,12.980907,80.141135,12,Alandur,street,10.42,0.6,20.96,1334.8,3.6,12.5,600,RCC_Hume_NP2,0.291,330.0,71.0,0,0.332,0.194,299.0088,49.8,0.242,1,21.1,Moderate (15-45 cm),Cars Disrupted (Buses/Trucks Only)
CHN_SEG_01373,13.020658,80.217964,12,Alandur,street_limited,7.99,0.61,12.44,926.5,3.6,12.5,600,RCC_Hume_NP2,0.294,330.0,71.0,1,0.532,0.138,299.0088,49.8,0.242,1,28.3,Moderate (15-45 cm),Cars Disrupted (Buses/Trucks Only)
CHN_SEG_01374,13.041976,80.236303,9,Teynampet,street,7.26,0.73,10.4,1366.8,3.6,7.8,600,RCC_Hume_NP2,0.321,540.0,78.5,1,0.583,0.134,299.0088,49.8,0.242,1,29.6,Moderate (15-45 cm),Cars Disrupted (Buses/Trucks Only)
CHN_SEG_01375,13.03502,80.169671,11,Valasaravakkam,main,11.18,0.94,17.8,1388.3,3.6,12.5,600,RCC_Hume_NP2,0.365,310.0,71.0,0,0.324,0.247,299.0088,49.8,0.242,1,16.7,Moderate (15-45 cm),Cars Disrupted (Buses/Trucks Only)
CHN_SEG_01376,13.004926,80.156891,11,Valasaravakkam,residential,8.93,0.91,19.22,88.7,3.6,12.5,600,RCC_Hume_NP2,0.359,310.0,71.0,0,0.324,0.243,299.0088,49.8,0.242,1,20.8,Moderate (15-45 cm),Cars Disrupted (Buses/Trucks Only)
CHN_SEG_01377,13.047205,80.2257,10,Kodambakkam,street,8.55,0.72,11.58,1241.9,3.6,7.8,600,RCC_Hume_NP2,0.319,560.0,78.5,0,0.391,0.194,299.0088,49.8,0.242,1,16.5,Moderate (15-45 cm),Cars Disrupted (Buses/Trucks Only)
CHN_SEG_01378,12.926804,80.131399,12,Alandur,street,9.94,0.8,22.04,1031.1,3.6,12.5,600,RCC_Hume_NP2,0.337,330.0,71.0,0,0.332,0.225,299.0088,49.8,0.242,1,18.2,Moderate (15-45 cm),Cars Disrupted (Buses/Trucks Only)
CHN_SEG_01379,13.030687,80.203556,10,Kodambakkam,street_limited,6.49,0.76,14.04,1317.0,3.6,7.8,600,RCC_Hume_NP2,0.328,560.0,78.5,0,0.391,0.2,299.0088,49.8,0.242,1,19.8,Moderate (15-45 cm),Cars Disrupted (Buses/Trucks Only)
CHN_SEG_01380,12.99235,80.194661,12,Alandur,street,8.33,0.82,15.02,893.5,3.6,12.5,600,RCC_Hume_NP2,0.341,330.0,71.0,0,0.332,0.228,299.0088,49.8,0.242,1,15.4,Moderate (15-45 cm),Cars Disrupted (Buses/Trucks Only)
CHN_SEG_01381,13.06036,80.209942,10,Kodambakkam,street,9.27,0.57,13.33,587.8,3.6,7.8,600,RCC_Hume_NP2,0.284,560.0,78.5,0,0.391,0.173,299.0088,49.8,0.242,1,24.8,Moderate (15-45 cm),Cars Disrupted (Buses/Trucks Only)
CHN_SEG_01382,12.934518,80.048148,11,Valasaravakkam,main,9.03,0.76,31.29,599.1,3.6,12.5,600,RCC_Hume_NP2,0.328,310.0,71.0,0,0.324,0.222,299.0088,49.8,0.242,1,20.2,Moderate (15-45 cm),Cars Disrupted (Buses/Trucks Only)
CHN_SEG_01383,13.005725,80.212978,12,Alandur,main,10.59,0.8,12.99,40.0,3.6,12.5,600,RCC_Hume_NP2,0.337,330.0,71.0,0,0.332,0.225,299.0088,49.8,0.242,1,22.1,Moderate (15-45 cm),Cars Disrupted (Buses/Trucks Only)
CHN_SEG_01384,13.034273,80.230496,9,Teynampet,street,5.45,0.74,11.04,1380.6,3.6,7.8,600,RCC_Hume_NP2,0.324,540.0,78.5,0,0.383,0.2,299.0088,49.8,0.242,1,18.3,Moderate (15-45 cm),Cars Disrupted (Buses/Trucks Only)
CHN_SEG_01385,13.003047,80.261599,13,Adyar,street,2.73,0.63,7.59,219.4,3.6,7.8,600,RCC_Hume_NP2,0.299,450.0,71.0,0,0.383,0.184,299.0088,49.8,0.242,1,80.0,Severe (45-100 cm),Only Heavy Rescue Trucks
CHN_SEG_01386,13.064844,80.272279,9,Teynampet,street_limited,4.73,0.62,6.41,290.6,3.6,7.8,600,RCC_Hume_NP2,0.296,540.0,78.5,0,0.383,0.183,299.0088,49.8,0.242,1,24.6,Moderate (15-45 cm),Cars Disrupted (Buses/Trucks Only)
CHN_SEG_01387,13.122332,80.145317,7,Ambattur,street,13.23,1.11,20.5,641.8,3.6,12.5,600,RCC_Hume_NP2,0.396,390.0,71.0,0,0.357,0.255,299.0088,49.8,0.242,1,19.6,Moderate (15-45 cm),Cars Disrupted (Buses/Trucks Only)
CHN_SEG_01388,12.974998,80.232958,14,Perungudi,street,2.54,0.34,10.77,1399.9,4.7,4.2,600,RCC_Hume_NP2,0.219,370.0,71.0,0,0.349,0.143,299.0088,49.8,0.242,1,84.1,Severe (45-100 cm),Only Heavy Rescue Trucks
CHN_SEG_01389,12.972274,80.205905,12,Alandur,street,7.14,0.7,13.77,1389.0,3.6,12.5,600,RCC_Hume_NP2,0.315,330.0,71.0,0,0.332,0.21,299.0088,49.8,0.242,1,22.6,Moderate (15-45 cm),Cars Disrupted (Buses/Trucks Only)
CHN_SEG_01390,13.096289,80.201504,8,Annanagar,street,9.7,0.71,14.26,1369.9,3.6,12.5,600,RCC_Hume_NP2,0.317,430.0,78.5,0,0.337,0.21,299.0088,49.8,0.242,1,21.0,Moderate (15-45 cm),Cars Disrupted (Buses/Trucks Only)
CHN_SEG_01391,12.976328,80.259702,14,Perungudi,street_limited,4.55,0.31,7.8,1395.8,4.7,4.2,600,RCC_Hume_NP2,0.21,370.0,71.0,0,0.349,0.137,299.0088,49.8,0.242,1,23.7,Moderate (15-45 cm),Cars Disrupted (Buses/Trucks Only)
CHN_SEG_01392,13.044213,80.21205,10,Kodambakkam,main,6.86,0.76,13.09,1324.4,3.6,7.8,600,RCC_Hume_NP2,0.328,560.0,78.5,0,0.391,0.2,299.0088,49.8,0.242,1,17.7,Moderate (15-45 cm),Cars Disrupted (Buses/Trucks Only)
CHN_SEG_01393,12.910977,80.22971,15,Sholinganallur,street,1.46,0.43,11.13,1398.4,4.7,4.2,600,RCC_Hume_NP2,0.247,290.0,71.0,1,0.516,0.12,299.0088,49.8,0.242,1,120.2,Catastrophic (>100 cm),Impasse / Completely Submerged
CHN_SEG_01394,13.101412,80.13944,7,Ambattur,street,16.3,0.96,21.15,1398.4,3.6,12.5,600,RCC_Hume_NP2,0.369,390.0,71.0,0,0.357,0.237,299.0088,49.8,0.242,1,22.8,Moderate (15-45 cm),Cars Disrupted (Buses/Trucks Only)
CHN_SEG_01395,12.977034,80.221867,14,Perungudi,street,1.95,0.29,12.0,1391.1,4.7,4.2,600,RCC_Hume_NP2,0.203,370.0,71.0,0,0.349,0.132,299.0088,49.8,0.242,1,100.6,Catastrophic (>100 cm),Impasse / Completely Submerged
CHN_SEG_01396,13.031176,80.207399,10,Kodambakkam,street_limited,6.23,0.76,13.61,1328.2,3.6,7.8,600,RCC_Hume_NP2,0.328,560.0,78.5,0,0.391,0.2,299.0088,49.8,0.242,1,21.4,Moderate (15-45 cm),Cars Disrupted (Buses/Trucks Only)
CHN_SEG_01397,13.039475,80.222192,10,Kodambakkam,street,6.91,0.8,11.97,1393.9,3.6,7.8,600,RCC_Hume_NP2,0.337,560.0,78.5,0,0.391,0.205,299.0088,49.8,0.242,1,17.3,Moderate (15-45 cm),Cars Disrupted (Buses/Trucks Only)
CHN_SEG_01398,12.980798,80.232341,14,Perungudi,street,3.51,0.3,10.84,1337.0,4.7,4.2,600,RCC_Hume_NP2,0.206,370.0,71.0,0,0.349,0.134,299.0088,49.8,0.242,1,23.7,Moderate (15-45 cm),Cars Disrupted (Buses/Trucks Only)
CHN_SEG_01399,13.177813,80.298669,1,Thiruvottiyur,street,2.02,0.52,3.48,1046.1,4.7,4.2,600,RCC_Hume_NP2,0.271,340.0,62.0,0,0.382,0.167,299.0088,49.8,0.242,1,99.8,Severe (45-100 cm),Only Heavy Rescue Trucks
CHN_SEG_01400,12.959733,80.241176,14,Perungudi,street,1.1,0.55,9.86,1022.2,4.7,4.2,600,RCC_Hume_NP2,0.279,370.0,71.0,0,0.349,0.182,299.0088,49.8,0.242,1,124.4,Catastrophic (>100 cm),Impasse / Completely Submerged
CHN_SEG_01401,13.092504,80.271161,5,Royapuram,main,3.96,0.34,6.53,1291.2,3.6,4.2,600,RCC_Hume_NP2,0.219,480.0,62.0,0,0.44,0.123,299.0088,49.8,0.242,1,26.0,Moderate (15-45 cm),Cars Disrupted (Buses/Trucks Only)
